PM2.5,PM10,NO2,SO2,CO,O3,AQI
292.45,232.03,63.12,7.69,3.05,121.05,237.59
295.93,256.37,11.84,85.91,1.52,102.12,218.12
210.96,212.31,12.26,96.14,2.22,99.3,186.52
163.15,29.95,10.14,69.46,2.49,66.02,127.02
96.31,100.81,149.13,37.71,0.42,144.48,112.74
245.07,201.88,67.01,93.98,2.48,44.76,201.79
207.0,130.99,160.28,66.95,2.19,88.77,185.88
52.97,80.89,89.19,84.74,3.59,49.81,120.56
273.72,206.61,93.33,77.05,3.26,113.0,238.42
247.65,135.9,105.01,39.16,1.01,11.93,162.81
285.19,110.66,144.04,48.91,1.11,11.65,181.11
219.09,190.95,58.33,20.24,1.33,122.57,174.93
185.96,61.98,28.71,30.62,0.98,67.97,119.0
128.38,371.82,113.43,78.26,3.32,54.47,208.53
280.15,348.4,68.76,89.61,4.97,93.09,289.57
260.49,285.97,91.29,73.0,3.3,106.78,247.83
18.34,51.42,131.15,47.59,3.07,34.17,93.27
12.78,312.59,101.35,10.48,2.11,31.89,120.29
116.06,325.1,125.95,7.58,1.63,143.93,177.16
244.11,309.43,111.12,38.68,4.56,90.5,262.11
296.25,54.45,149.26,47.45,4.85,61.57,238.48
49.37,261.12,142.66,61.69,2.53,121.21,155.74
180.27,335.39,109.17,2.64,1.52,81.15,190.83
117.36,235.17,137.39,98.99,3.87,40.04,188.6
291.12,262.1,175.34,37.67,0.75,34.98,215.42
253.43,188.76,89.29,85.11,3.85,62.54,228.18
252.31,216.2,85.49,54.43,4.11,129.68,243.57
143.26,23.41,154.03,14.78,0.71,13.91,99.34
127.37,259.2,118.6,80.16,4.89,36.69,207.4
85.66,41.76,18.85,71.56,4.93,134.51,146.71
21.63,179.66,178.96,53.69,4.69,22.65,150.54
260.09,124.14,11.0,52.43,2.53,96.3,188.16
244.81,222.72,150.94,10.57,1.31,35.96,191.14
299.92,62.03,152.96,66.27,2.95,92.85,220.15
299.01,279.74,190.86,91.3,2.16,60.55,254.76
168.85,320.05,15.56,11.14,1.11,19.74,154.6
231.85,73.71,121.39,27.82,2.18,89.46,174.53
283.71,50.68,88.43,90.43,3.35,104.04,211.83
255.65,66.75,69.47,29.87,0.45,103.64,151.27
77.97,352.08,22.61,66.09,1.73,97.37,152.22
137.91,215.99,114.72,54.41,0.19,77.53,135.45
43.1,192.23,98.41,60.44,3.77,80.32,145.13
286.45,51.62,25.39,42.75,3.24,97.17,196.15
183.82,263.33,124.44,31.4,0.41,105.09,169.87
72.45,348.52,148.9,6.76,4.83,99.96,209.1
203.15,332.99,154.62,74.94,0.21,90.11,195.22
187.35,254.16,181.55,75.12,2.99,27.6,209.52
110.66,39.36,84.85,67.73,3.9,35.54,135.53
38.5,53.83,190.85,65.08,3.96,42.73,127.12
203.11,29.23,173.76,25.88,0.27,138.35,140.52
158.49,110.42,62.82,4.19,4.54,115.11,180.71
232.83,62.91,36.06,81.25,4.6,85.17,201.03
158.45,111.42,89.9,50.13,2.85,41.55,153.16
256.39,160.17,83.37,32.07,2.46,21.08,190.4
167.81,377.76,117.27,11.99,0.32,135.32,186.56
170.48,248.05,118.76,8.15,2.85,134.44,199.4
263.61,335.64,151.25,36.19,2.11,21.05,233.63
124.03,287.04,104.43,80.86,3.89,120.6,207.16
44.53,53.88,25.44,92.03,2.08,69.76,83.26
13.49,297.01,172.37,89.88,3.45,51.98,159.18
227.77,117.29,65.4,92.16,0.6,112.17,159.37
187.99,259.25,194.4,90.96,0.75,94.08,190.69
212.7,142.98,27.98,53.67,0.78,118.1,152.73
67.82,399.09,191.86,23.5,0.32,15.78,145.29
45.23,112.79,22.75,80.21,2.75,51.2,101.05
9.29,118.86,50.05,22.94,3.99,51.3,104.84
108.42,372.96,14.08,28.19,3.09,52.81,177.18
179.03,19.61,142.5,24.86,2.92,77.86,154.83
120.71,281.71,170.81,52.47,3.44,46.04,193.93
134.06,292.88,89.64,33.54,1.76,69.44,165.88
271.73,336.19,186.06,17.11,1.87,58.33,242.4
107.74,390.03,120.11,46.41,1.64,111.62,185.1
156.63,390.48,127.85,87.64,3.59,92.51,236.41
236.18,35.46,169.86,57.91,0.89,99.78,161.18
121.98,330.52,62.88,88.08,0.16,35.53,140.92
188.52,262.06,74.08,21.2,3.02,52.2,194.2
259.4,262.46,181.66,18.36,4.72,8.07,257.31
285.11,60.06,180.69,58.41,3.09,20.71,208.4
48.39,263.57,195.41,47.41,3.94,43.43,171.68
278.34,393.17,180.86,66.7,3.4,14.49,276.89
150.17,365.61,29.84,79.87,2.54,92.38,197.57
81.18,181.26,165.63,75.63,3.62,149.73,177.89
140.45,25.58,84.92,94.34,4.14,19.62,148.48
294.11,151.29,198.21,41.03,1.2,124.08,218.37
150.32,332.29,97.09,22.23,1.75,22.23,172.91
101.98,283.58,113.0,55.99,1.2,102.14,153.32
191.85,189.14,108.31,12.85,2.32,98.26,181.57
75.84,31.49,67.74,30.31,4.44,135.89,136.76
27.38,176.49,19.63,22.37,1.79,21.52,81.53
43.02,192.92,179.65,40.86,1.93,50.74,123.46
42.77,372.14,161.52,12.9,4.32,18.16,184.52
49.81,260.02,32.21,5.12,2.63,64.07,126.26
45.95,131.54,156.47,66.37,2.72,137.18,136.23
194.06,214.87,127.04,61.8,4.32,118.32,228.35
58.65,35.76,84.78,71.42,2.5,109.82,104.5
106.97,389.3,54.53,66.72,3.44,82.29,199.44
269.55,150.42,172.65,13.2,0.52,133.11,192.88
144.82,196.37,141.54,30.53,0.98,70.17,146.64
201.93,148.56,111.81,14.69,2.08,26.7,163.95
55.83,276.18,123.87,84.61,2.52,126.45,161.45
61.73,268.27,22.76,75.2,4.83,45.55,168.59
17.06,288.98,97.41,21.75,4.86,12.78,156.16
54.84,114.58,42.77,35.45,4.27,23.28,122.36
87.18,133.11,45.63,96.73,1.65,93.31,116.71
57.22,58.85,133.95,60.23,4.82,93.03,147.08
31.17,265.65,182.69,80.51,3.48,42.73,159.63
40.59,25.52,83.73,27.93,2.03,110.44,83.64
140.93,243.1,45.51,22.59,3.54,117.18,184.73
65.87,349.18,131.51,78.82,0.18,138.47,147.28
112.46,357.42,174.88,69.22,0.82,89.82,175.34
153.51,185.12,150.92,68.74,4.17,118.02,208.12
208.67,189.13,174.41,56.16,3.26,114.2,219.15
16.6,40.02,109.63,57.23,1.88,42.38,71.44
240.83,271.6,151.62,74.1,2.55,49.98,226.6
190.23,330.29,32.31,28.46,4.54,74.38,229.03
29.12,105.42,72.91,36.57,3.19,7.76,96.41
262.71,174.31,80.96,87.42,2.05,48.12,198.81
276.66,337.15,104.7,32.27,0.69,73.71,218.43
23.02,352.08,186.17,55.54,1.54,20.67,139.29
86.68,104.84,175.49,70.86,4.89,23.31,165.95
242.83,224.72,31.23,99.99,2.24,72.17,201.23
225.74,85.07,38.69,44.66,2.41,110.99,170.41
59.43,49.73,74.74,43.95,2.54,125.89,106.36
66.76,365.34,61.7,84.57,4.43,84.22,196.6
114.29,330.0,124.88,80.94,3.06,73.84,195.51
147.93,306.41,181.04,73.65,3.5,60.72,216.57
187.39,29.02,192.65,47.4,2.01,32.98,149.46
113.83,339.05,132.45,33.75,0.24,26.25,144.16
141.45,180.84,168.44,61.66,4.66,119.82,212.08
225.5,143.53,107.41,87.87,4.75,72.43,225.93
15.82,223.13,45.62,88.61,4.75,119.6,155.86
79.47,45.63,107.31,12.63,4.72,107.09,145.2
215.44,305.09,113.24,43.98,4.09,33.11,234.97
269.09,237.15,149.78,47.54,3.45,78.99,245.95
155.94,82.77,47.88,97.81,4.24,69.38,169.87
161.97,83.41,76.82,68.44,3.04,66.46,155.45
36.62,81.86,75.99,41.91,0.76,83.67,70.53
136.99,32.23,192.09,4.55,2.02,147.4,142.87
162.12,239.24,91.57,57.41,4.86,122.87,223.49
76.53,337.74,152.24,11.42,1.82,136.04,169.85
84.43,16.82,151.41,83.78,4.35,9.3,134.9
116.3,29.11,56.78,75.75,0.56,25.35,80.59
10.92,233.38,116.51,47.13,1.74,17.29,101.89
100.01,329.6,179.39,44.06,1.82,43.17,171.01
67.38,137.43,97.66,89.94,0.35,69.07,93.73
101.61,146.35,189.3,30.27,0.68,98.1,126.3
40.33,242.58,46.82,26.4,1.05,77.62,101.65
267.71,116.94,19.46,94.04,4.21,135.96,226.27
180.11,20.38,178.83,81.31,0.41,141.28,138.43
205.34,296.74,170.3,82.42,1.56,28.71,203.03
237.81,254.0,198.56,21.13,0.15,128.67,199.37
152.04,236.49,137.48,16.04,3.51,74.85,194.2
30.64,299.26,187.65,4.55,3.14,70.73,158.41
163.45,273.34,166.26,25.23,3.26,118.82,214.24
178.12,90.29,169.66,77.87,1.93,18.51,154.34
224.9,147.47,115.98,25.52,1.12,132.96,176.16
132.34,59.18,79.56,73.45,3.63,102.28,153.84
42.64,60.64,187.24,26.69,4.07,131.91,140.84
88.71,273.72,89.26,40.74,0.78,149.2,141.76
112.11,344.85,110.07,98.35,2.49,80.11,189.46
195.55,385.47,91.99,25.99,1.32,18.52,194.27
173.38,255.06,115.14,38.88,0.92,29.15,159.75
110.05,81.8,96.75,31.51,3.7,51.92,141.3
296.02,51.2,14.35,12.74,2.74,20.02,176.13
183.7,327.01,177.0,50.01,1.16,123.22,206.31
74.98,235.72,91.66,39.11,1.62,48.05,126.29
35.03,251.13,119.84,70.1,4.84,146.5,183.75
50.09,314.77,32.14,82.12,4.26,106.88,175.93
77.56,284.28,5.66,55.34,4.41,30.15,164.96
52.4,335.44,52.83,5.16,2.35,74.03,142.9
60.04,31.92,142.39,62.65,3.16,72.7,116.28
89.1,301.53,24.34,7.43,1.95,76.41,141.0
56.15,341.83,182.23,62.4,0.48,82.68,144.01
269.55,121.59,46.93,69.13,2.07,9.52,178.5
28.67,259.77,44.9,21.38,3.01,104.51,133.13
159.73,132.52,40.39,82.3,1.51,75.64,138.64
126.07,383.61,7.73,91.29,4.25,119.69,219.21
294.8,23.04,155.5,81.68,0.84,123.23,185.11
38.05,236.12,175.63,31.9,1.9,38.43,126.23
122.37,74.94,124.76,59.49,0.71,12.02,101.08
290.99,287.77,41.7,91.65,2.08,106.97,236.67
260.32,78.6,60.63,33.43,0.29,146.78,158.72
246.04,101.8,97.81,82.36,1.44,69.77,173.68
81.08,202.8,191.1,2.93,2.06,42.64,139.3
55.41,366.79,53.23,2.36,2.44,27.72,144.55
202.25,92.57,147.67,76.45,2.76,46.68,177.67
279.17,66.25,90.69,76.62,1.45,52.55,175.78
169.25,306.0,63.08,79.32,2.66,66.46,196.21
173.63,205.24,93.9,93.14,2.59,100.03,187.82
87.59,365.6,18.89,13.55,1.65,44.61,143.78
232.0,67.18,160.74,24.73,4.17,12.39,197.2
60.18,261.91,52.44,90.57,2.77,59.13,143.85
100.49,100.82,146.46,19.37,1.73,129.07,129.55
130.5,71.14,18.33,68.86,4.74,77.26,158.78
154.75,276.54,191.24,53.99,4.24,144.89,236.64
76.51,241.54,42.64,10.15,4.91,78.03,171.75
38.88,304.38,177.13,29.96,3.49,45.01,165.12
185.13,130.69,162.85,53.0,1.95,33.03,164.17
90.15,184.71,193.73,85.53,1.48,105.71,148.61
176.47,168.13,98.19,71.34,3.35,82.78,188.75
50.54,393.79,146.84,62.94,4.91,92.58,214.77
146.94,123.98,77.29,50.61,3.17,114.49,164.96
162.11,124.98,40.95,31.27,4.42,110.26,181.95
20.29,148.27,91.4,13.69,1.71,11.29,80.23
104.3,230.19,37.32,42.09,2.09,121.37,147.18
44.65,108.41,196.5,4.79,4.54,82.24,149.94
23.7,366.96,23.77,22.68,3.81,61.8,155.1
297.04,113.62,119.9,44.38,4.91,82.94,250.04
100.09,359.37,127.16,43.02,3.9,93.81,207.8
243.91,50.36,109.93,6.34,2.3,26.68,163.23
80.12,266.06,134.13,59.73,2.7,65.53,161.71
206.04,363.72,27.66,55.87,4.51,53.66,240.63
229.27,75.81,113.23,9.65,2.8,55.81,175.24
180.71,387.65,61.01,94.43,1.35,18.24,191.42
144.11,186.62,188.33,11.74,2.23,28.18,162.14
126.49,378.83,153.6,85.77,2.63,28.47,201.7
107.92,273.96,194.64,2.03,0.57,59.12,144.83
279.21,127.62,12.32,88.46,3.74,134.7,224.27
250.03,83.44,60.6,3.93,0.64,34.87,140.95
289.68,128.46,43.11,76.27,2.08,65.35,196.72
41.67,46.28,7.18,37.45,4.04,50.18,98.91
220.61,66.11,52.25,74.35,2.39,119.17,170.48
281.81,50.82,137.36,41.37,4.23,12.27,212.86
58.46,174.95,50.06,8.95,1.78,33.5,98.43
24.62,320.28,104.26,77.22,4.79,35.54,174.48
223.63,65.14,178.12,8.98,1.13,148.98,169.34
174.47,60.82,140.28,92.37,0.29,87.76,129.71
253.34,260.94,81.95,7.0,4.37,25.15,235.91
46.23,86.9,77.63,48.97,3.79,44.47,115.87
239.6,48.07,93.87,72.86,1.24,29.33,149.77
64.48,75.07,39.52,40.54,4.93,23.07,128.13
53.28,370.26,128.63,23.29,2.56,120.59,173.49
53.46,330.37,76.01,76.39,4.76,76.88,189.43
245.3,148.09,171.21,78.86,2.57,96.53,214.4
201.23,265.77,152.53,92.42,2.41,53.03,209.91
159.3,219.54,124.05,38.86,2.3,85.29,177.43
110.85,274.08,76.02,51.61,1.74,42.35,148.19
263.77,276.24,45.94,37.59,2.72,49.67,219.58
120.77,255.21,156.35,27.19,2.32,99.57,175.22
245.9,113.78,99.85,75.6,0.28,26.8,151.87
134.54,25.21,48.83,35.29,1.38,94.5,104.53
116.2,187.67,43.06,43.96,1.14,128.57,131.32
141.49,357.48,37.25,41.56,4.35,22.46,206.46
93.91,232.1,156.55,71.84,3.03,135.13,180.44
225.54,334.63,49.65,91.94,3.84,16.52,233.9
153.3,396.73,107.7,67.34,4.79,55.59,243.72
73.5,73.81,93.05,48.22,3.26,93.52,125.81
270.37,279.79,118.02,78.36,4.91,86.12,276.29
118.25,272.97,176.05,64.82,1.63,18.98,162.04
165.35,392.18,174.21,7.94,1.01,120.84,204.82
272.41,394.38,92.96,11.38,2.08,146.11,255.98
189.15,277.8,8.0,5.72,2.41,31.28,173.79
39.48,105.01,88.16,46.77,4.49,134.79,142.22
282.25,321.44,123.21,82.93,2.84,85.74,259.48
190.17,51.74,113.76,32.68,1.53,140.71,150.83
103.8,314.47,132.01,39.65,3.74,30.53,188.84
46.09,364.98,35.04,91.13,2.58,119.84,162.45
239.24,159.31,131.07,84.02,0.89,13.67,171.09
187.92,255.95,40.62,67.17,2.93,133.06,203.02
162.37,177.76,151.35,28.15,4.57,102.75,209.92
268.7,180.73,71.12,13.47,4.23,58.69,227.88
237.64,131.04,143.43,3.57,2.98,32.62,192.66
49.74,307.23,14.33,12.49,1.95,123.4,132.47
96.96,375.11,84.53,30.67,0.53,92.47,151.32
78.3,376.89,142.48,56.08,2.4,57.26,178.29
224.46,78.16,49.24,8.27,3.79,69.36,180.81
14.89,351.15,160.08,15.35,1.87,124.85,148.44
173.12,297.6,128.0,19.75,1.25,54.14,176.87
229.93,108.61,119.57,63.93,4.66,18.0,210.68
263.65,36.24,73.94,62.35,4.13,137.14,212.49
105.91,114.52,99.08,55.98,3.23,61.16,143.32
247.27,365.76,121.48,26.55,0.77,55.52,212.82
37.64,256.94,97.13,38.37,0.81,34.64,102.2
254.7,291.21,141.17,11.48,0.61,135.13,211.8
42.61,110.29,89.57,24.19,3.12,36.54,107.24
122.2,290.56,44.44,89.98,0.67,97.32,147.25
240.2,20.97,46.72,98.01,4.23,132.71,200.42
49.23,156.38,6.13,65.47,4.97,10.06,134.42
72.63,254.43,63.69,91.85,1.9,125.17,145.88
218.06,66.98,151.04,64.99,2.32,64.54,174.3
217.41,330.97,159.86,5.25,3.59,100.41,246.53
194.14,101.66,44.48,99.68,4.69,59.0,193.86
209.71,264.39,192.01,11.7,4.48,105.85,249.83
165.1,168.03,102.97,68.9,0.38,41.87,134.0
79.28,242.46,183.81,26.78,0.93,8.18,125.61
106.98,51.91,142.82,40.41,3.8,142.43,156.96
58.57,16.6,145.87,65.3,3.48,7.37,108.4
272.99,364.73,21.58,44.78,0.75,124.49,219.82
177.1,115.16,47.9,26.55,2.56,29.52,146.54
123.25,329.67,6.72,34.78,3.93,61.87,187.89
141.29,399.75,144.64,35.47,1.17,124.26,197.93
284.45,92.46,72.17,96.01,4.37,34.86,223.47
50.24,113.42,158.4,80.26,0.36,130.53,99.54
177.94,268.52,71.09,46.94,3.93,77.18,210.8
154.24,386.52,164.77,21.58,3.12,58.09,221.35
185.38,367.17,30.49,81.48,1.64,101.05,200.13
10.34,206.12,38.81,17.4,3.63,54.5,115.59
262.28,320.09,71.47,22.63,3.93,55.36,249.22
279.97,62.94,84.66,37.87,4.68,111.36,227.91
171.71,391.2,73.0,88.27,1.9,49.93,202.72
210.51,386.1,153.91,14.92,3.46,34.11,243.04
277.14,73.85,23.91,13.98,3.05,122.11,194.72
213.64,126.78,73.49,50.41,2.67,121.78,185.24
50.0,49.06,168.26,29.09,4.46,77.15,136.48
175.01,115.97,18.03,57.74,0.12,81.37,115.61
183.98,328.22,188.76,46.26,1.48,105.93,210.3
130.12,157.54,197.33,44.63,2.74,78.84,170.51
222.25,44.47,22.27,12.97,0.97,65.47,126.86
280.64,143.47,61.8,15.82,4.55,149.26,242.42
278.04,392.74,77.62,82.47,3.27,26.41,262.71
138.0,255.58,156.4,88.82,2.44,90.95,188.92
38.41,172.3,121.21,25.0,4.09,133.45,151.9
295.53,74.95,130.65,13.12,2.31,104.65,204.45
252.47,394.61,152.71,7.23,2.84,132.73,266.01
41.78,330.13,28.01,61.61,0.11,53.77,102.87
276.65,119.78,167.48,72.1,1.89,44.44,201.99
261.62,37.33,142.6,38.54,0.78,128.43,168.32
158.06,32.08,117.58,68.61,3.48,62.15,155.65
179.43,56.95,178.5,71.87,2.45,107.9,170.02
122.71,236.5,141.56,93.66,1.58,26.42,154.63
21.15,372.22,44.33,8.36,2.39,114.6,143.47
103.88,203.73,88.8,20.84,1.13,84.6,127.3
241.84,338.75,101.34,8.72,4.63,43.95,256.64
6.37,183.9,15.77,87.06,0.36,76.7,67.37
103.38,286.35,191.15,79.67,4.34,106.06,216.28
122.46,295.43,30.07,58.31,2.61,6.72,158.51
163.53,77.85,141.0,10.2,3.13,97.43,164.76
276.36,150.87,103.72,28.78,1.58,83.53,195.42
107.17,258.55,10.0,31.18,4.84,36.94,177.29
107.35,37.57,185.33,56.95,1.48,114.18,123.29
222.56,151.0,171.11,27.29,2.99,49.0,199.75
138.4,218.57,107.23,9.15,4.97,45.14,197.36
71.26,398.53,49.64,73.61,4.42,73.33,200.28
138.47,195.07,28.72,31.31,2.73,103.04,158.22
46.55,328.26,75.86,46.33,4.95,139.68,195.53
57.03,178.51,54.81,14.51,3.54,25.5,125.06
152.02,320.59,103.8,80.65,1.12,62.49,174.77
128.58,242.21,193.45,57.42,2.09,14.71,168.15
274.88,355.77,117.12,90.36,1.74,114.99,251.04
111.91,170.27,178.54,50.56,1.79,69.92,147.93
176.27,245.68,131.92,94.26,3.83,107.5,222.38
191.52,255.71,97.67,89.4,2.96,51.72,203.54
8.86,172.78,171.65,58.49,0.29,127.43,93.11
200.74,66.28,96.92,93.52,4.4,82.55,195.82
57.52,46.49,174.38,33.66,1.55,141.82,106.42
288.52,16.5,61.86,37.83,4.99,16.43,209.02
48.86,350.68,30.12,6.46,4.78,79.57,178.41
127.31,102.23,171.79,59.74,4.71,116.14,191.16
30.18,92.49,119.55,72.75,4.07,92.02,130.7
299.08,297.05,178.37,77.8,1.18,8.36,232.55
153.15,134.81,187.88,16.68,2.71,145.99,180.62
180.64,207.36,15.46,45.53,1.2,48.25,145.82
24.79,73.38,102.69,19.33,1.37,41.15,68.69
226.24,384.3,78.12,66.89,3.09,75.42,243.48
66.92,342.12,127.04,17.48,0.3,83.61,133.04
269.93,346.88,159.75,90.61,4.85,116.11,300.54
65.52,168.64,59.72,24.6,4.6,62.02,149.68
61.25,307.32,113.58,30.56,1.97,68.79,145.86
15.78,66.11,143.2,85.39,2.63,82.57,101.32
144.26,13.36,31.21,46.93,2.38,62.19,114.84
171.63,17.79,163.74,4.35,4.42,137.61,184.19
24.38,238.77,123.19,50.47,3.47,128.43,152.41
233.78,187.6,190.16,10.29,1.46,70.97,193.17
138.72,212.03,71.21,98.56,2.29,5.03,153.53
159.7,12.91,26.09,59.63,2.2,135.64,129.71
135.03,174.85,103.77,27.14,4.8,23.03,182.72
123.23,290.05,21.73,57.24,0.96,40.45,136.74
170.09,182.65,194.06,9.53,0.54,27.09,146.78
50.8,295.57,12.54,80.39,4.42,31.07,160.24
58.67,100.88,151.93,92.68,4.49,121.42,161.32
259.23,327.13,107.39,87.7,4.37,89.03,272.92
284.1,239.49,76.88,35.49,2.6,143.63,237.22
115.13,92.2,17.84,33.93,3.33,38.56,126.33
84.87,102.32,126.32,5.44,2.86,75.42,128.12
194.98,254.93,119.12,65.84,0.44,146.73,182.04
125.58,333.68,59.77,54.42,3.02,124.83,195.39
12.49,172.09,182.49,47.02,0.17,110.65,90.59
51.07,110.74,64.3,90.95,1.69,32.4,91.56
216.21,348.13,92.7,18.45,4.67,116.56,259.37
199.38,271.01,111.03,2.95,1.59,55.4,183.06
12.99,184.75,24.55,9.19,4.71,81.93,129.61
70.48,200.28,186.77,23.89,1.33,93.33,132.54
73.17,89.66,78.03,5.26,1.64,93.36,98.05
203.21,254.45,20.75,51.28,3.18,110.35,204.65
10.81,149.91,80.52,32.78,3.83,100.95,122.29
35.71,398.3,122.04,19.69,2.56,14.91,154.81
240.98,197.27,105.16,75.51,4.42,71.32,236.2
57.67,199.5,140.44,22.04,0.3,101.28,105.89
197.56,230.68,15.82,69.39,4.62,47.92,210.94
75.26,367.53,60.49,36.23,1.06,50.39,139.8
34.34,322.32,164.75,52.16,4.43,23.06,178.08
76.74,185.94,20.58,93.52,2.06,65.7,121.14
218.07,290.29,171.82,5.66,4.18,148.09,256.55
257.43,238.63,22.92,51.03,3.39,46.37,217.06
249.91,202.02,167.72,85.73,0.96,82.06,200.84
122.17,85.0,75.35,59.62,4.6,112.77,169.03
202.09,190.94,124.38,29.13,1.3,6.96,161.18
65.47,105.87,34.81,40.97,1.3,135.56,96.46
91.48,366.79,17.9,68.67,4.09,61.05,190.0
269.42,140.81,47.11,89.3,0.62,131.02,180.86
8.84,381.38,29.93,6.02,1.19,10.65,104.32
30.23,217.89,65.92,9.01,2.57,26.12,108.9
66.33,256.3,105.3,33.86,4.17,51.77,167.28
12.83,221.75,119.81,24.81,0.82,55.09,90.54
58.52,60.46,159.02,27.96,2.78,127.93,123.09
177.0,156.57,132.97,23.68,3.59,6.62,179.2
129.32,48.67,123.71,21.19,4.32,97.96,161.58
268.34,252.95,85.3,14.8,4.68,24.04,246.07
246.15,184.28,97.39,93.53,3.94,124.37,237.1
105.84,313.41,85.83,16.13,3.3,117.89,186.67
81.53,95.98,169.22,22.03,2.22,77.49,124.39
117.01,74.18,49.85,26.13,0.65,35.84,86.85
179.14,168.47,6.12,93.44,3.58,97.0,183.83
84.08,371.37,132.01,76.06,4.96,27.66,213.93
189.12,287.06,44.48,79.39,3.71,32.55,208.21
125.78,173.38,178.57,12.27,0.18,95.87,130.11
167.85,211.74,172.51,83.96,2.53,148.73,204.05
133.66,42.84,19.96,42.0,3.11,134.2,136.03
91.87,393.98,25.75,27.76,3.48,91.0,188.02
284.79,269.9,101.56,58.42,3.63,83.09,255.84
230.26,121.31,123.8,82.57,2.83,149.77,208.18
46.33,238.47,58.61,78.31,1.19,84.37,113.42
261.2,52.7,144.78,89.22,4.72,65.92,226.3
148.79,386.68,121.01,92.96,3.51,136.89,237.54
268.89,78.17,68.34,25.34,1.26,38.96,160.73
240.96,262.73,9.95,43.54,1.68,19.14,182.84
130.44,105.73,151.28,3.43,4.62,96.94,180.16
11.63,289.85,46.88,88.17,4.45,18.9,148.03
84.26,312.96,167.72,17.15,2.09,59.11,163.31
164.78,272.63,86.96,86.42,0.29,66.42,156.4
191.88,249.65,117.53,34.28,0.34,84.39,165.46
81.08,358.06,175.23,38.08,1.49,148.79,178.82
46.11,40.66,173.41,5.83,3.18,37.04,106.47
251.3,139.06,77.45,34.03,2.96,59.48,196.71
295.4,106.83,45.73,89.06,3.21,24.17,207.0
160.08,395.33,156.15,4.5,3.61,93.1,235.16
55.65,161.86,89.45,41.82,0.19,110.51,91.71
85.33,295.72,42.45,5.08,0.61,74.9,120.61
10.43,277.04,181.36,38.35,1.86,40.65,124.64
274.72,92.71,43.63,18.92,0.86,95.03,164.0
39.74,103.21,10.03,26.72,0.47,83.18,60.23
175.07,119.7,8.95,88.0,3.24,29.82,157.2
85.85,170.34,126.35,44.73,4.1,63.82,162.83
168.48,101.39,134.03,28.83,3.79,68.1,177.69
197.17,17.66,65.65,59.76,4.1,147.48,181.9
249.77,352.96,67.4,15.93,3.36,128.15,251.87
65.89,386.59,71.2,27.42,3.7,111.48,189.37
8.24,143.21,137.63,55.53,1.43,133.87,99.69
45.38,142.02,16.34,25.28,4.97,111.65,142.77
270.51,12.77,186.18,68.55,1.0,135.99,180.9
262.8,275.3,48.39,50.17,1.15,12.91,191.66
181.24,331.92,199.94,77.65,1.52,71.13,210.04
182.15,67.18,38.45,94.93,4.88,113.3,191.74
201.19,72.27,155.45,13.35,4.94,89.58,207.16
56.73,318.13,48.57,34.8,3.99,30.4,161.57
274.75,250.35,20.77,33.32,3.18,54.37,222.31
128.54,27.5,175.61,16.82,2.65,51.08,132.32
118.03,252.79,172.46,81.41,4.86,42.9,211.05
158.08,130.48,83.7,76.47,3.51,54.75,170.37
18.85,153.8,141.97,49.47,4.73,79.65,147.43
54.05,310.2,113.63,54.7,1.65,128.96,150.28
222.72,326.26,171.33,7.84,1.74,112.59,223.75
29.43,166.14,66.44,56.44,4.29,126.11,143.85
182.93,379.39,107.12,79.55,0.83,133.12,205.56
77.38,168.52,99.65,58.24,4.74,65.34,166.25
119.84,311.02,74.01,28.0,2.59,55.17,171.12
90.16,198.71,178.83,67.42,4.64,13.36,180.97
109.92,360.04,37.35,37.43,1.75,139.92,172.56
217.12,364.03,34.15,55.4,3.61,14.54,226.62
92.65,44.09,117.5,49.78,2.47,112.46,122.34
172.09,375.23,133.21,39.36,3.17,59.83,224.34
145.43,331.96,42.95,72.45,2.57,142.57,198.21
200.78,318.61,81.19,88.62,4.84,65.84,247.54
281.36,88.36,189.58,2.51,3.49,123.41,229.79
221.11,324.0,53.09,93.49,1.33,45.98,197.43
68.41,341.55,135.33,52.13,4.56,48.37,196.8
14.2,122.77,149.33,70.67,1.54,91.35,96.51
82.37,381.38,92.39,85.85,1.92,149.71,182.94
180.55,29.45,187.82,47.78,0.6,80.05,132.07
20.17,68.46,148.65,83.83,4.51,140.76,141.2
151.43,219.66,94.3,19.41,1.5,119.01,160.97
181.07,234.56,116.02,17.6,1.37,120.4,177.09
103.6,261.61,140.06,66.43,4.61,68.21,200.79
232.42,16.62,120.48,87.27,4.05,61.05,192.95
36.45,384.54,176.35,89.46,0.79,32.83,143.68
27.17,27.39,74.59,65.09,3.87,144.77,113.8
219.82,65.79,63.48,53.5,4.57,144.11,206.18
151.17,15.47,46.7,34.48,0.48,113.32,98.28
208.08,231.07,12.37,98.04,4.14,47.96,210.45
133.27,373.58,13.39,33.33,2.78,40.55,181.19
77.69,269.72,174.66,74.93,3.38,148.35,191.65
246.64,330.84,137.29,54.13,2.51,14.65,230.75
240.83,15.18,133.8,61.63,3.52,127.32,197.49
209.94,221.39,124.86,40.56,0.27,56.54,163.52
85.28,189.23,170.6,96.55,3.84,65.74,174.62
179.12,204.6,98.65,58.02,0.26,125.64,155.96
111.49,38.16,174.73,93.9,2.33,18.14,125.51
32.02,276.93,75.09,2.74,0.84,56.35,100.78
275.61,206.26,185.71,58.12,4.14,143.04,268.65
